species_grp,order,family,species_code,common_name,scientific_name,count_2021,count_2020,count_5yr,cons_status,cons_score,cons_desc,diff,abs_diff,perc_diff,peak_month,native,description,image_url,website
birds,Passeriformes,"Corvidae: Jays, Crows & Magpies",amecro,American crow,Corvus brachyrhynchos,5486,5497,19756,Least Concern,0.4166666666666667,Very high populations reported in last 5 years.,Negative,-11,-0.00200109150445697,November,Native,"The American crow (Corvus brachyrhynchos) is a large passerine bird species of the family Corvidae. It is a common bird found throughout much of North America. American crows are the New World counterpart to the carrion crow and the hooded crow. Although the American crow and the hooded crow are very similar in size, structure and behavior, their calls and visual appearance are different. The American crow, nevertheless, occupies the same ecological niche that the hooded crow and carrion crow do in Eurasia.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Corvus-brachyrhynchos-001.jpg/220px-Corvus-brachyrhynchos-001.jpg,https://en.wikipedia.org/wiki/American_crow
birds,Passeriformes,Regulidae: Kinglets,gockin,Golden-crowned kinglet,Regulus satrapa,14,13,104,Least Concern,0.26666666666666666,High populations reported in last 5 years. Notable decrease in population in last 5 years.,Positive,1,0.07692307692307693,December,Native,The golden-crowned kinglet (Regulus satrapa) is a very small songbird in the family Regulidae that lives throughout much of North America.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Regulus_satrapa_-Canada-8a.jpg/220px-Regulus_satrapa_-Canada-8a.jpg,https://en.wikipedia.org/wiki/Golden-crowned_kinglet
birds,Passeriformes,Paridae: Chickadees and Titmice,carchi,Carolina chickadee,Poecile carolinensis,5930,8160,31784,Least Concern,0.26666666666666666,Notable decrease in sightings from 2020-2021. Very high populations reported in last 5 years. Notable decrease in population in last 5 years.,Negative,-2230,-0.27328431372549017,January,Native,The Carolina chickadee (Poecile carolinensis) is a small passerine bird in the tit family Paridae.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Carolina_Chickadee1_by_Dan_Pancamo.jpg/220px-Carolina_Chickadee1_by_Dan_Pancamo.jpg,https://en.wikipedia.org/wiki/Carolina_chickadee
birds,Passeriformes,"Corvidae: Jays, Crows & Magpies",blujay,Blue jay,Cyanocitta cristata,5293,6183,24425,Least Concern,0.4166666666666667,Very high populations reported in last 5 years.,Negative,-890,-0.14394306970726184,January,Native,"The blue jay (Cyanocitta cristata) is a passerine bird in the family Corvidae, native to eastern North America. It lives in most of the eastern and central United States; some eastern populations may be migratory. Resident populations are also in Newfoundland, Canada; breeding populations are found across southern Canada. It breeds in both deciduous and coniferous forests, and is common in residential areas. Its coloration is predominantly blue, with a white chest and underparts, and a blue crest; it has a black, U-shaped collar around its neck and a black border behind the crest. Males and females are similar in size and plumage, and plumage does not vary throughout the year. Four subspecies have been recognized.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Blue_jay_in_PP_%2830960%29.jpg/220px-Blue_jay_in_PP_%2830960%29.jpg,https://en.wikipedia.org/wiki/Blue_jay
birds,Passeriformes,"Mimidae: Catbirds, Mockingbirds & Thrashers",grycat,Gray catbird,Dumetella carolinensis,164,191,445,Least Concern,0.43333333333333335,High populations reported in last 5 years. Moderate increase in population in last 5 years.,Negative,-27,-0.14136125654450263,April,Native,"The gray catbird (Dumetella carolinensis), also spelled grey catbird, is a medium-sized North American and Central American perching bird of the mimid family. It is the only member of the ""catbird"" genus Dumetella. Like the black catbird (Melanoptila glabrirostris), it is among the basal lineages of the Mimidae, probably a closer relative of the Caribbean thrasher and trembler assemblage than of the mockingbirds and Toxostoma thrashers.[2][3] In some areas it is known as the slate-colored mockingbird.[4]",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Gray_Catbird_%28Dumetella_carolinensis%29.jpg/220px-Gray_Catbird_%28Dumetella_carolinensis%29.jpg,https://en.wikipedia.org/wiki/Gray_catbird
birds,Passeriformes,Bombycillidae: Waxwings,cedwax,Cedar waxwing,Bombycilla cedrorum,2369,2953,9763,Least Concern,0.4166666666666667,Very high populations reported in last 5 years.,Negative,-584,-0.19776498476125973,February,Native,"The cedar waxwing (Bombycilla cedrorum) is a member of the family Bombycillidae or waxwing family of passerine birds. It is a medium-sized, mostly brown, gray, and yellow. This bird is named for its wax-like wing tips. It is a native of North and Central America, breeding in open wooded areas in southern Canada and wintering in the southern half of the United States, Central America, and the far northwest of South America. Its diet includes cedar cones, fruit, holly berries, and insects.[2] The cedar waxwing is listed as least concern on the IUCN Red List.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Cedar_Waxwing_-_Bombycilla_cedrorum%2C_George_Washington%27s_Birthplace_National_Monument%2C_Colonial_Beach%2C_Virginia_%2839997434862%29.jpg/220px-Cedar_Waxwing_-_Bombycilla_cedrorum%2C_George_Washington%27s_Birthplace_National_Monument%2C_Colonial_Beach%2C_Virginia_%2839997434862%29.jpg,https://en.wikipedia.org/wiki/Cedar_waxwing
birds,Passeriformes,Passerellidae: New World Sparrows and Towhees,amtspa,American tree sparrow,Spizelloides arborea,337,224,840,Least Concern,0.6333333333333333,Notable increase in sightings from 2020-2021. Very high populations reported in last 5 years. Moderate increase in population in last 5 years.,Positive,113,0.5044642857142857,January,Native,"The American tree sparrow (Spizelloides arborea), also known as the winter sparrow,[2] is a medium-sized New World sparrow.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Spizella-arborea-002_edit2.jpg/220px-Spizella-arborea-002_edit2.jpg,https://en.wikipedia.org/wiki/American_tree_sparrow
birds,Passeriformes,Passerellidae: New World Sparrows and Towhees,foxspa,Fox sparrow,Passerella iliaca,338,271,1428,Least Concern,0.48333333333333334,Notable increase in sightings from 2020-2021. Very high populations reported in last 5 years.,Positive,67,0.24723247232472328,January,Native,"The fox sparrow (Passerella iliaca) is a large New World sparrow. It is the only member of the genus Passerella, although some authors split the species into four (see below).",https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Passerella_iliaca-001.jpg/220px-Passerella_iliaca-001.jpg,https://en.wikipedia.org/wiki/Fox_sparrow
birds,Passeriformes,Paridae: Chickadees and Titmice,bkcchi,Black-capped chickadee,Poecile atricapillus,1296,1726,8947,Least Concern,0.26666666666666666,Notable decrease in sightings from 2020-2021. Very high populations reported in last 5 years. Notable decrease in population in last 5 years.,Negative,-430,-0.24913093858632676,January,Native,"The black-capped chickadee (Poecile atricapillus) is a small, non-migratory, North American songbird that lives in deciduous and mixed forests. It is a passerine bird in the tit family, the Paridae. It is the state bird of Massachusetts and Maine in the United States, and the provincial bird of New Brunswick in Canada. It is well known for its ability to lower its body temperature during cold winter nights, its good spatial memory to relocate the caches where it stores food, and its boldness near humans (sometimes feeding from the hand).",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Poecile-atricapilla-001.jpg/220px-Poecile-atricapilla-001.jpg,https://en.wikipedia.org/wiki/Black-capped_chickadee
birds,Passeriformes,Tyrannidae: Tyrant Flycatchers,easkin,Eastern kingbird,Tyrannus tyrannus,0,0,1,Least Concern,-0.16666666666666666,Notable decrease in population in last 5 years.,Negative,0,0,February,Native,"The eastern kingbird (Tyrannus tyrannus) is a large tyrant flycatcher native to the Americas. The bird is predominantly dark gray with white underbelly and pointed wings.[2] Eastern kingbirds are conspicuous and are commonly found in open areas with scattered trees and bushes, where they perch while foraging for insects.[3] The Eastern kingbird is migratory, with its breeding range spread across North America and its wintering range in Central and South America.[1]",https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Tyrannus-tyrannus-001.jpg/220px-Tyrannus-tyrannus-001.jpg,https://en.wikipedia.org/wiki/Eastern_kingbird
birds,Passeriformes,Turdidae: Thrushes,herthr,Hermit thrush,Catharus guttatus,294,533,2113,Least Concern,0.2,Notable decrease in sightings from 2020-2021. Very high populations reported in last 5 years. Notable decrease in population in last 5 years.,Negative,-239,-0.4484052532833021,March,Native,"The hermit thrush (Catharus guttatus) is a medium-sized North American thrush. It is not very closely related to the other North American migrant species of Catharus, but rather to the Mexican russet nightingale-thrush.[2] The specific name guttatus is Latin for ""spotted"".[3]",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Hermit_thrush_qmnonic.jpg/220px-Hermit_thrush_qmnonic.jpg,https://en.wikipedia.org/wiki/Hermit_thrush
birds,Passeriformes,Passerellidae: New World Sparrows and Towhees,fiespa,Field sparrow,Spizella pusilla,21,79,232,Least Concern,0.0666666666666667,Notable decrease in sightings from 2020-2021. High populations reported in last 5 years. Notable decrease in population in last 5 years.,Negative,-58,-0.7341772151898734,March,Native,"The field sparrow is distributed across eastern Canada and the eastern United States, with northern populations migrating southwards to southern United States and Mexico in the fall. The typical habitat of this bird is bushy country with shrubs and grassland. The nest is a cup-shaped construction built on the ground and hidden beneath a bush or clump of grass. The birds forage on the ground or in low vegetation, feeding mainly on seeds and insects. The population is thought to be in slow decline, but it is a common species with a wide range, and the International Union for Conservation of Nature has assessed its conservation status as being of ""least concern"".",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Field_sparrow_in_CP_%2841484%29_%28cropped%29.jpg/220px-Field_sparrow_in_CP_%2841484%29_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Field_sparrow
birds,Piciformes,Picidae: Woodpeckers,rehwoo,Red-headed woodpecker,Melanerpes erythrocephalus,55,14,129,Least Concern,0.7666666666666666,Significant increase in sightings from 2020-2021. High populations reported in last 5 years. Moderate increase in population in last 5 years.,Positive,41,2.9285714285714284,March,Native,"The red-headed woodpecker (Melanerpes erythrocephalus) is a mid-sized woodpecker found in temperate North America. Its breeding habitat is open country across southern Canada and the east-central United States. It is rated as least concern on the International Union for Conservation of Nature (IUCN)'s Red List of Endangered species, having been down-listed from near threatened in 2018.[2]",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Melanerpes_erythrocephalus_-tree_trunk-USA_cropped.jpg/220px-Melanerpes_erythrocephalus_-tree_trunk-USA_cropped.jpg,https://en.wikipedia.org/wiki/Red-headed_woodpecker
birds,Accipitriformes,"Accipitridae: Kites, Hawks & Eagles",shshaw,Sharp-shinned hawk,Accipiter striatus,45,44,227,Least Concern,0.35000000000000003,High populations reported in last 5 years.,Positive,1,0.02272727272727272,December,Native,"The sharp-shinned hawk (Accipiter striatus) is a small hawk, with males being the smallest hawks in the United States and Canada, but with the species averaging larger than some Neotropical species, such as the tiny hawk. The taxonomy is far from resolved, with some authorities considering the southern taxa to represent three separate species: white-breasted hawk (A. chionogaster), plain-breasted hawk (A. ventralis), and rufous-thighed hawk (A. erythronemius). The American Ornithological Society keeps all four variations conspecific.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Accipiter_striatus%2C_Canet_Road%2C_San_Luis_Obispo_1.jpg/220px-Accipiter_striatus%2C_Canet_Road%2C_San_Luis_Obispo_1.jpg,https://en.wikipedia.org/wiki/Sharp-shinned_hawk
birds,Galliformes,Phasianidae: Grouse and Turkeys,rinphe,Common pheasant,Phasianus colchicus,0,0,6,Least Concern,-0.16666666666666666,Notable decrease in population in last 5 years.,Negative,0,0,March,Native,"The common pheasant (Phasianus colchicus) is a bird in the pheasant family (Phasianidae). The genus name comes from Latin phasianus, ""pheasant"". The species name colchicus is Latin for ""of Colchis"" (modern day Georgia), a country on the Black Sea where pheasants became known to Europeans.[2] Although Phasianus was previously thought to be closely related to the genus Gallus, the genus of junglefowl and domesticated chickens, recent studies show that they are in different subfamilies, having diverged over 20 million years ago.[3][4]",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Phasianus_colchicus_-Rutland_Water_-female-8.jpg/220px-Phasianus_colchicus_-Rutland_Water_-female-8.jpg,https://en.wikipedia.org/wiki/Common_pheasant
birds,Apodiformes,Trochilidae: Hummingbirds,rthhum,Ruby-throated hummingbird,Archilochus colubris,313,189,557,Least Concern,0.7833333333333333,Significant increase in sightings from 2020-2021. Very high populations reported in last 5 years. Significant increase in population in last 5 years.,Positive,124,0.656084656084656,April,Native,"The ruby-throated hummingbird (Archilochus colubris) is a species of hummingbird that generally spends the winter in Central America, Mexico, and Florida, and migrates to Canada and other parts of Eastern North America for the summer to breed. It is by far the most common hummingbird seen east of the Mississippi River in North America.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Male_Ruby-Throated_Hummingbird_Hovering.jpg/220px-Male_Ruby-Throated_Hummingbird_Hovering.jpg,https://en.wikipedia.org/wiki/Ruby-throated_hummingbird
birds,Passeriformes,"Icteridae: Blackbirds, Meadowlarks & Orioles",balori,Baltimore oriole,Icterus galbula,763,1099,3914,Least Concern,0.26666666666666666,Notable decrease in sightings from 2020-2021. Very high populations reported in last 5 years. Notable decrease in population in last 5 years.,Negative,-336,-0.3057324840764331,January,Native,The Baltimore oriole is the state bird of Maryland. It is also the namesake and mascot for the Baltimore Orioles baseball team.,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Icterus-galbula-002.jpg/220px-Icterus-galbula-002.jpg,https://en.wikipedia.org/wiki/Baltimore_oriole
birds,Passeriformes,Sittidae: Nuthatches,rebnut,Red-breasted nuthatch,Sitta canadensis,2179,1655,5960,Least Concern,0.5666666666666667,Notable increase in sightings from 2020-2021. Very high populations reported in last 5 years. Moderate increase in population in last 5 years.,Positive,524,0.3166163141993958,December,Native,"The red-breasted nuthatch (Sitta canadensis) is a small songbird. The adult has blue-grey upperparts with cinnamon underparts, a white throat and face with a black stripe through the eyes, a straight grey bill and a black crown. Its call, which has been likened to a tin trumpet, is high-pitched and nasal. It breeds in coniferous forests across Canada, Alaska and the northeastern and western United States. Though often a permanent resident, it regularly irrupts further south if its food supply fails. There are records of vagrants occurring as far south as the Gulf Coast and northern Mexico. It forages on the trunks and large branches of trees, often descending head first, sometimes catching insects in flight. It eats mainly insects and seeds, especially from conifers. It excavates its nest in dead wood, often close to the ground, smearing the entrance with pitch.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Sitta_canadensis_CT2.jpg/220px-Sitta_canadensis_CT2.jpg,https://en.wikipedia.org/wiki/Red-breasted_nuthatch
birds,Accipitriformes,"Accipitridae: Kites, Hawks & Eagles",coohaw,Cooper's hawk,Accipiter cooperii,475,428,1687,Least Concern,0.4166666666666667,Very high populations reported in last 5 years.,Positive,47,0.10981308411214952,February,Native,"Cooper's hawk (Accipiter cooperii) is a medium-sized hawk native to the North American continent and found from southern Canada to Mexico.[2] This species is a member of the genus Accipiter, sometimes referred to as true hawks, which are famously agile, relatively small hawks common to wooded habitats around the world and also the most diverse of all diurnal raptor genera.[2] As in many birds of prey, the male is smaller than the female.[3] The birds found east of the Mississippi River tend to be larger on average than the birds found to the west.[4] It is easily confused with the smaller but similar Sharp-shinned hawk.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Accipiter_cooperii_m_Sam_Smith_Toronto3.jpg/220px-Accipiter_cooperii_m_Sam_Smith_Toronto3.jpg,https://en.wikipedia.org/wiki/Cooper%27s_hawk
birds,Passeriformes,Parulidae: Wood Warblers,pinwar,Pine warbler,Setophaga pinus,2263,2723,12064,Least Concern,0.4166666666666667,Very high populations reported in last 5 years.,Negative,-460,-0.16893132574366507,January,Native,The pine warbler (Setophaga pinus) is a small songbird of the New World warbler family.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Dendroica_pinus.jpg/220px-Dendroica_pinus.jpg,https://en.wikipedia.org/wiki/Pine_warbler
birds,Piciformes,Picidae: Woodpeckers,yebsap,Yellow-bellied sapsucker,Sphyrapicus varius,573,529,2061,Least Concern,0.4166666666666667,Very high populations reported in last 5 years.,Positive,44,0.0831758034026465,January,Native,The yellow-bellied sapsucker (Sphyrapicus varius) is a medium-sized woodpecker that breeds in Canada and the northeastern United States.,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Yellow-bellied_sapsucker_%28Sphyrapicus_varius%29_female.JPG/220px-Yellow-bellied_sapsucker_%28Sphyrapicus_varius%29_female.JPG,https://en.wikipedia.org/wiki/Yellow-bellied_sapsucker
birds,Passeriformes,Parulidae: Wood Warblers,bawwar,Black-and-white warbler,Mniotilta varia,16,7,32,Least Concern,0.6333333333333333,Significant increase in sightings from 2020-2021. Moderate increase in population in last 5 years.,Positive,9,1.2857142857142858,January,Native,"The black-and-white warbler (Mniotilta varia) is a species of New World warbler, and the only member of its genus, Mniotilta.[2] 
It breeds in northern and eastern North America and winters in Florida, Central America, and the West Indies down to Peru. This species is a very rare vagrant to western Europe.[2]",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Black-and-white_warbler_in_Prospect_Park_%2806193%292.jpg/220px-Black-and-white_warbler_in_Prospect_Park_%2806193%292.jpg,https://en.wikipedia.org/wiki/Black-and-white_warbler
birds,Accipitriformes,"Accipitridae: Kites, Hawks & Eagles",rethaw,Red-tailed hawk,Buteo jamaicensis,26,87,241,Least Concern,0.0666666666666667,Notable decrease in sightings from 2020-2021. High populations reported in last 5 years. Notable decrease in population in last 5 years.,Negative,-61,-0.7011494252873564,December,Native,"The red-tailed hawk (Buteo jamaicensis) is a bird of prey that breeds throughout most of North America, from the interior of Alaska and northern Canada to as far south as Panama and the West Indies. It is one of the most common members within the genus of Buteo in North America or worldwide.[2] The red-tailed hawk is one of three species colloquially known in the United States as the ""chickenhawk"", though it rarely preys on standard-sized chickens.[3] The bird is sometimes also referred to as the red-tail for short, when the meaning is clear in context. Red-tailed hawks can acclimate to all the biomes within their range, occurring on the edges of non-ideal habitats such as dense forests and sandy deserts.[4] The red-tailed hawk occupies a wide range of habitats and altitudes, including deserts, grasslands (from small meadows to the treed fringes of more extensive prairies), coniferous and deciduous forests, agricultural fields, and urban areas. Its latitudinal limits fall around the tree line in the subarctic and it is absent from the high Arctic. Generally it favors varied habitats with open woodland, woodland edge and open terrain. It is legally protected in Canada, Mexico, and the United States by the Migratory Bird Treaty Act.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Red-tailed_Hawk.jpg/220px-Red-tailed_Hawk.jpg,https://en.wikipedia.org/wiki/Red-tailed_hawk
birds,Accipitriformes,"Accipitridae: Kites, Hawks & Eagles",reshaw,Red-shouldered hawk,Buteo lineatus,180,223,1026,Least Concern,0.3333333333333333,Very high populations reported in last 5 years. Notable decrease in population in last 5 years.,Negative,-43,-0.19282511210762332,January,Native,"The red-shouldered hawk (Buteo lineatus) is a medium-sized buteo. Its breeding range spans eastern North America and along the coast of California and northern to northeastern-central Mexico. It is a permanent resident throughout most of its range, though northern birds do migrate, mostly to central Mexico. The main conservation threat to the widespread species is deforestation.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Red-shouldered_Hawk_%28Buteo_lineatus%29_-_Blue_Cypress_Lake%2C_Florida.jpg/220px-Red-shouldered_Hawk_%28Buteo_lineatus%29_-_Blue_Cypress_Lake%2C_Florida.jpg,https://en.wikipedia.org/wiki/Red-shouldered_hawk
birds,Piciformes,Picidae: Woodpeckers,pilwoo,Pileated woodpecker,Dryocopus pileatus,218,251,1140,Least Concern,0.3333333333333333,Very high populations reported in last 5 years. Notable decrease in population in last 5 years.,Negative,-33,-0.13147410358565736,March,Native,"The pileated woodpecker (Dryocopus pileatus) is a large, mostly black woodpecker native to North America. An insectivore, it inhabits deciduous forests in eastern North America, the Great Lakes, the boreal forests of Canada, and parts of the Pacific Coast. It is the largest extant woodpecker species in North America, with the possible exception of the ivory-billed woodpecker, which the U.S. Fish and Wildlife Service has proposed be reclassified as extinct. It is also the third largest species of woodpecker in the world, after the great slaty woodpecker and the black woodpecker. ""Pileated"" refers to the bird's prominent red crest, from the Latin pileatus meaning ""capped"".[2]",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Pileated_Woodpecker_%289597212081%29%2C_crop.jpg/220px-Pileated_Woodpecker_%289597212081%29%2C_crop.jpg,https://en.wikipedia.org/wiki/Pileated_woodpecker
NA,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",crow,NA,Corvus (family/genus),22,0,37,NA,0.3666666666666667,High populations reported in last 5 years. Moderate increase in population in last 5 years.,Positive,22,1,March,Unknown,NA,https:NA,https://en.wikipedia.org/wiki/NA
birds,Anseriformes,"Anatidae: Swans, Geese & Ducks",mallar3,Mallard,Anas platyrhynchos,1819,1655,6011,Least Concern,0.5,Very high populations reported in last 5 years. Moderate increase in population in last 5 years.,Positive,164,0.09909365558912386,January,Native,"The mallard (/ˈmælɑːrd, ˈmælərd/) or wild duck (Anas platyrhynchos) is a dabbling duck that breeds throughout the temperate and subtropical Americas, Eurasia, and North Africa, and has been introduced to New Zealand, Australia, Peru, Brazil, Uruguay, Argentina, Chile, Colombia, the Falkland Islands, and South Africa. This duck belongs to the subfamily Anatinae of the waterfowl family Anatidae. Males have purple patches on their wings, while the females (hens or ducks) have mainly brown-speckled plumage. Both sexes have an area of white-bordered black or iridescent blue feathers called a speculum on their wings; males especially tend to have blue speculum feathers. The mallard is 50–65 cm (20–26 in) long, of which the body makes up around two-thirds the length. The wingspan is 81–98 cm (32–39 in) and the bill is 4.4 to 6.1 cm (1.7 to 2.4 in) long. It is often slightly heavier than most other dabbling ducks, weighing 0.7–1.6 kg (1.5–3.5 lb). Mallards live in wetlands, eat water plants and small animals, and are social animals preferring to congregate in groups or flocks of varying sizes.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Anas_platyrhynchos_male_female_quadrat.jpg/220px-Anas_platyrhynchos_male_female_quadrat.jpg,https://en.wikipedia.org/wiki/Mallard
birds,Anseriformes,"Anatidae: Swans, Geese & Ducks",cangoo,Canada goose,Branta canadensis,802,364,1958,Least Concern,0.8333333333333334,Significant increase in sightings from 2020-2021. Very high populations reported in last 5 years. Moderate increase in population in last 5 years.,Positive,438,1.2032967032967032,March,Native,"The Canada goose (Branta canadensis), or Canadian goose,[2] is a large wild goose with a black head and neck, white cheeks, white under its chin, and a brown body. It is native to the arctic and temperate regions of North America, and it is occasionally found during migration across the Atlantic in northern Europe. It has been introduced to the United Kingdom, Ireland, Finland, Sweden, Denmark, New Zealand, Japan, Chile, Argentina, and the Falkland Islands.[3] Like most geese, the Canada goose is primarily herbivorous and normally migratory; often found on or close to fresh water, the Canada goose is also common in  brackish marshes, estuaries, and lagoons.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Canada_goose_on_Seedskadee_NWR_%2827826185489%29.jpg/220px-Canada_goose_on_Seedskadee_NWR_%2827826185489%29.jpg,https://en.wikipedia.org/wiki/Canada_goose
birds,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",musduc2,Muscovy duck,Cairina moschata,61,175,236,Least Concern,0.23333333333333336,Notable decrease in sightings from 2020-2021. High populations reported in last 5 years. Moderate increase in population in last 5 years.,Negative,-114,-0.6514285714285715,March,Non Native,"The Muscovy duck (Cairina moschata) is a large duck native to the Americas, from the Rio Grande Valley of Texas and Mexico south to Argentina and Uruguay. Small wild and feral breeding populations have established themselves in the United States, particularly in Florida, Louisiana, Massachusetts, the Big Island of Hawaii, as well as in many other parts of North America, including southern Canada. Feral Muscovy ducks are found in New Zealand, Australia, and in parts of Europe.[3][4]",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/MuscovyDuck.jpg/220px-MuscovyDuck.jpg,https://en.wikipedia.org/wiki/Muscovy_duck
birds,Passeriformes,Hirundinidae: Martins and Swallows,purmar,Purple martin,Progne subis,510,500,1010,Least Concern,0.5833333333333334,Very high populations reported in last 5 years. Significant increase in population in last 5 years.,Positive,10,0.02,April,Native,"The purple martin (Progne subis) is a passerine bird in the swallow family Hirundinidae. It is the largest swallow in North America. Despite its name, the purple martin is not truly purple. The dark blackish-blue feathers have an iridescent sheen caused by the refraction of incident light[2] giving them a bright blue to navy blue or deep purple appearance. In some light they may even appear green in color.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Progne_subis_-Chicago%2C_USA_-female-8.jpg/220px-Progne_subis_-Chicago%2C_USA_-female-8.jpg,https://en.wikipedia.org/wiki/Purple_martin
birds,Passeriformes,Troglodytidae: Wrens,houwre,House wren,Troglodytes aedon,35,82,130,Least Concern,0.3,Notable decrease in sightings from 2020-2021. High populations reported in last 5 years. Moderate increase in population in last 5 years.,Negative,-47,-0.573170731707317,April,Native,"The house wren was formally described in 1809 by the French ornithologist Louis Jean Pierre Vieillot under the current binomial name Troglodytes aedon.[3] The specific epithet is from the Ancient Greek aēdōn meaning ""nightingale"".[4] The type locality was designated as New York City by Harry Oberholser in 1934.[5][6]",https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Troglodytes_aedon_NPS.jpg/220px-Troglodytes_aedon_NPS.jpg,https://en.wikipedia.org/wiki/House_wren
birds,Passeriformes,"Icteridae: Blackbirds, Meadowlarks & Orioles",rusbla,Rusty blackbird,Euphagus carolinus,0,20,30,Vulnerable,-0.3,Notable decrease in sightings from 2020-2021. Notable decrease in population in last 5 years.,Negative,-20,-1,December,Native,"The rusty blackbird (Euphagus carolinus) is a medium-sized New World blackbird, closely related to grackles (""rusty grackle"" is an older name for the species). It is a bird that prefers wet forested areas, breeding in the boreal forest and muskeg across northern Canada, and migrating southeast to the United States during winter.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Euphagus-carolinus-001.jpg/220px-Euphagus-carolinus-001.jpg,https://en.wikipedia.org/wiki/Rusty_blackbird
birds,Passeriformes,Regulidae (Kinglets),ruckin,Ruby-crowned kinglet,Regulus calendula,274,409,1857,Least Concern,0.26666666666666666,Notable decrease in sightings from 2020-2021. Very high populations reported in last 5 years. Notable decrease in population in last 5 years.,Negative,-135,-0.33007334963325186,January,Non Native,"The ruby-crowned kinglet (Corthylio calendula) is a very small passerine bird found throughout North America. It is a member of the kinglet family. The bird has olive-green plumage with two white wing bars and a white eye-ring. Males have a red crown patch, which is usually concealed. The sexes are identical (apart from the crown), and juveniles are similar in plumage to adults. It is one of the smallest songbirds in North America. The ruby-crowned kinglet is not closely related to other kinglets, and is put in its own genus, Corthylio. Three subspecies are currently recognized.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Regulus_calendula1.jpg/220px-Regulus_calendula1.jpg,https://en.wikipedia.org/wiki/Ruby-crowned_kinglet
birds,Passeriformes,"Cardinalidae: Tanagers, Cardinals, Grosbeaks & Dickcissels",paibun,Painted bunting,Passerina ciris,6,0,21,Least Concern,0.21666666666666667,NA,Positive,6,1,January,Native,"The painted bunting (Passerina ciris) is a species of bird in the cardinal family, Cardinalidae. It is native to North America. The bright plumage of the male only comes in the second year of life; in the first year they can only be distinguished from the female by close inspection.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Passerina_ciris-20090208.jpg/220px-Passerina_ciris-20090208.jpg,https://en.wikipedia.org/wiki/Painted_bunting
birds,Cathartiformes,Cathartidae: New World Vultures,turvul,Turkey vulture,Cathartes aura,194,170,498,Least Concern,0.5,Very high populations reported in last 5 years. Moderate increase in population in last 5 years.,Positive,24,0.1411764705882353,February,Native,"The turkey vulture (Cathartes aura), also known in some North American regions as the turkey buzzard (or just buzzard), and in some areas of the Caribbean as the John crow or carrion crow,[2] is the most widespread of the New World vultures.[3] One of three species in the genus Cathartes of the family Cathartidae, the turkey vulture ranges from southern Canada to the southernmost tip of South America. It inhabits a variety of open and semi-open areas, including subtropical forests, shrublands, pastures, and deserts.[1]",https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Cathartes_aura_-Santa_Teresa_County_Park%2C_San_Jose%2C_California%2C_USA_-adult-8a.jpg/220px-Cathartes_aura_-Santa_Teresa_County_Park%2C_San_Jose%2C_California%2C_USA_-adult-8a.jpg,https://en.wikipedia.org/wiki/Turkey_vulture
